Hour of Day,Sessions
2015090402,2
2015090405,2
2015090406,2
2015090407,5
2015090408,10
2015090409,14
2015090410,14
2015090411,21
2015090412,12
2015090413,14
2015090414,19
2015090415,10
2015090416,12
2015090417,14
2015090418,10
2015090419,10
2015090420,5
2015090421,7
2015090422,2
2015090500,2
2015090502,2
2015090504,2
2015090506,2
2015090507,2
2015090508,12
2015090509,16
2015090510,7
2015090511,12
2015090512,5
2015090513,7
2015090514,5
2015090515,7
2015090516,9
2015090517,3
2015090518,3
2015090519,2
2015090520,2
2015090521,2
2015090522,5
2015090523,2
2015090601,2
2015090602,2
2015090603,2
2015090605,2
2015090607,5
2015090608,7
2015090609,5
2015090610,3
2015090611,12
2015090612,5
2015090613,5
2015090614,7
2015090615,5
2015090616,5
2015090617,5
2015090618,2
2015090619,2
2015090620,3
2015090706,5
2015090707,2
2015090708,7
2015090709,12
2015090710,14
2015090711,14
2015090712,17
2015090713,9
2015090714,24
2015090715,14
2015090716,16
2015090717,10
2015090718,10
2015090719,7
2015090720,5
2015090800,2
2015090805,2
2015090806,3
2015090807,7
2015090808,10
2015090809,9
2015090810,21
2015090811,10
2015090812,9
2015090813,10
2015090814,17
2015090815,7
2015090816,14
2015090817,10
2015090818,2
2015090819,5
2015090820,2
2015090821,3
2015090822,2
2015090823,2
2015090904,3
2015090905,3
2015090906,2
2015090907,5
2015090908,19
2015090909,7
2015090910,16
2015090911,3
2015090912,7
2015090913,5
2015090914,7
2015090915,7
2015090916,12
2015090917,16
2015090918,3
2015090919,9
2015090920,5
2015090922,2
2015090923,2
2015091002,2
2015091004,2
2015091006,2
2015091007,5
2015091008,9
2015091009,9
2015091010,17
2015091011,9
2015091012,10
2015091013,16
2015091014,5
2015091015,14
2015091016,16
2015091017,9
2015091018,5
2015091019,5
2015091020,3
2015091022,5
2015091023,2
2015091100,2
2015091103,2
2015091105,2
2015091106,3
2015091107,3
2015091108,12
2015091109,10
2015091110,12
2015091111,12
2015091112,3
2015091113,9
2015091114,14
2015091115,9
2015091116,10
2015091117,10
2015091118,2
2015091119,5
2015091120,9
2015091121,3
2015091122,2
2015091123,5
2015091200,3
2015091204,2
2015091207,3
2015091208,5
2015091209,3
2015091210,12
2015091211,7
2015091212,5
2015091213,10
2015091214,10
2015091215,3
2015091216,7
2015091217,5
2015091218,7
2015091219,10
2015091220,2
2015091221,7
2015091222,3
2015091300,2
2015091301,3
2015091305,3
2015091308,5
2015091309,21
2015091310,12
2015091311,14
2015091312,7
2015091313,16
2015091314,9
2015091315,12
2015091316,5
2015091317,14
2015091318,12
2015091319,7
2015091320,2
2015091321,2
2015091400,2
2015091402,3
2015091403,3
2015091405,3
2015091406,7
2015091407,3
2015091408,17
2015091409,38
2015091410,19
2015091411,16
2015091412,10
2015091413,31
2015091414,21
2015091415,10
2015091416,17
2015091417,19
2015091418,3
2015091419,9
2015091420,5
2015091421,2
2015091422,2
2015091423,2
2015091503,3
2015091506,2
2015091507,9
2015091508,17
2015091509,17
2015091510,24
2015091511,16
2015091512,16
2015091513,24
2015091514,24
2015091515,24
2015091516,14
2015091517,9
2015091518,9
2015091519,10
2015091520,5
2015091521,3
2015091522,2
2015091523,3
2015091600,3
2015091601,2
2015091602,2
2015091605,5
2015091606,3
2015091607,16
2015091608,21
2015091609,22
2015091610,16
2015091611,21
2015091612,29
2015091613,28
2015091614,16
2015091615,16
2015091616,21
2015091617,17
2015091618,16
2015091619,9
2015091620,3
2015091621,3
2015091623,3
2015091702,2
2015091704,2
2015091705,2
2015091706,3
2015091707,12
2015091708,22
2015091709,19
2015091710,10
2015091711,16
2015091712,7
2015091713,7
2015091714,12
2015091715,10
2015091716,9
2015091717,12
2015091718,3
2015091719,10
2015091720,3
2015091721,2
2015091722,3
2015091723,2
2015091800,3
2015091806,3
2015091807,7
2015091808,9
2015091809,9
2015091810,12
2015091811,10
2015091812,16
2015091813,12
2015091814,10
2015091815,14
2015091816,14
2015091817,9
2015091818,3
2015091819,2
2015091820,2
2015091821,3
2015091900,2
2015091901,2
2015091904,2
2015091907,5
2015091908,12
2015091909,3
2015091910,7
2015091911,9
2015091912,10
2015091913,2
2015091914,2
2015091915,3
2015091916,5
2015091917,5
2015091918,7
2015091920,3
2015092007,2
2015092008,2
2015092009,7
2015092010,3
2015092011,2
2015092012,12
2015092013,7
2015092014,2
2015092015,5
2015092016,2
2015092017,10
2015092018,2
2015092019,10
2015092020,3
2015092021,3
2015092022,3
2015092023,3
2015092103,2
2015092104,2
2015092106,3
2015092107,7
2015092108,7
2015092109,21
2015092110,12
2015092111,10
2015092112,14
2015092113,12
2015092114,5
2015092115,14
2015092116,10
2015092117,12
2015092118,3
2015092119,2
2015092120,3
2015092121,2
2015092122,2
2015092123,3
2015092205,3
2015092206,2
2015092207,7
2015092208,10
2015092209,7
2015092210,21
2015092211,14
2015092212,9
2015092213,14
2015092214,17
2015092215,10
2015092216,9
2015092217,7
2015092218,5
2015092220,2
2015092221,2
2015092301,3
2015092305,3
2015092306,5
2015092307,9
2015092308,17
2015092309,19
2015092310,5
2015092311,7
2015092312,16
2015092313,5
2015092314,5
2015092315,9
2015092316,10
2015092317,3
2015092318,7
2015092319,2
2015092320,2
2015092321,5
2015092323,3
2015092400,2
2015092404,2
2015092406,2
2015092407,5
2015092408,12
2015092409,22
2015092410,16
2015092411,9
2015092412,7
2015092413,7
2015092414,5
2015092415,16
2015092416,7
2015092417,16
2015092418,2
2015092419,5
2015092420,2
2015092421,3
2015092502,2
2015092504,2
2015092506,5
2015092507,9
2015092508,9
2015092509,14
2015092510,10
2015092511,7
2015092512,2
2015092513,7
2015092514,7
2015092515,10
2015092516,14
2015092517,5
2015092518,2
2015092519,5
2015092520,3
2015092522,2
2015092523,2
2015092600,2
2015092601,2
2015092606,2
2015092607,2
2015092608,3
2015092609,2
2015092610,5
2015092611,5
2015092612,3
2015092613,5
2015092614,2
2015092615,2
2015092616,9
2015092617,5
2015092618,2
2015092619,3
2015092620,2
2015092622,2
2015092623,3
2015092705,2
2015092707,2
2015092708,7
2015092709,3
2015092710,3
2015092711,2
2015092712,5
2015092713,5
2015092714,2
2015092715,2
2015092716,12
2015092717,3
2015092718,9
2015092719,7
2015092720,5
2015092721,3
2015092722,2
2015092723,2
2015092800,3
2015092801,0
2015092803,2
2015092806,2
2015092807,3
2015092808,16
2015092809,14
2015092810,12
2015092811,10
2015092812,14
2015092813,3
2015092814,5
2015092815,9
2015092816,12
2015092817,7
2015092818,12
2015092819,3
2015092820,7
2015092821,2
2015092822,7
2015092823,2
2015092900,2
2015092902,2
2015092903,2
2015092907,5
2015092908,10
2015092909,21
2015092910,17
2015092911,5
2015092912,10
2015092913,12
2015092914,9
2015092915,12
2015092916,10
2015092917,14
2015092918,2
2015092919,3
2015092920,3
2015092921,0
2015093006,2
2015093007,3
2015093008,16
2015093009,17
2015093010,12
2015093011,12
2015093012,14
2015093013,10
2015093014,24
2015093015,26
2015093016,16
2015093017,24
2015093018,16
2015093019,7
2015093020,2
2015093021,7
2015093022,2
2015093023,2
2015100102,2
2015100105,2
2015100106,5
2015100107,7
2015100108,31
2015100109,31
2015100110,28
2015100111,33
2015100112,26
2015100113,36
2015100114,22
2015100115,14
2015100116,43
2015100117,26
2015100118,17
2015100119,9
2015100120,9
2015100122,3
2015100123,9
2015100200,3
2015100202,2
2015100204,2
2015100206,3
2015100207,10
2015100208,16
2015100209,14
2015100210,10
2015100211,12
2015100212,10
2015100213,10
2015100214,14
2015100215,10
2015100216,9
2015100217,9
2015100218,5
2015100219,2
2015100220,2
2015100221,3
2015100222,3
2015100223,3
2015100300,3
2015100301,7
2015100302,2
2015100305,2
2015100306,3
2015100307,5
2015100308,7
2015100309,5
2015100310,12
2015100311,9
2015100312,7
2015100313,3
2015100314,5
2015100315,3
2015100317,9
2015100318,7
2015100319,9
2015100320,5
2015100322,3
2015100323,2
2015100400,2
2015100401,2
2015100402,3
2015100403,2
2015100405,2
2015100407,9
2015100408,21
2015100409,12
2015100410,21
2015100411,12
2015100412,10
2015100413,5
2015100414,10
2015100415,10
2015100416,5
2015100417,5
2015100418,9
2015100419,10
2015100420,5
2015100421,10
2015100422,9
2015100423,3
2015100501,3
2015100502,3
2015100503,2
2015100506,3
2015100507,7
2015100508,19
2015100509,17
2015100510,12
2015100511,7
2015100512,17
2015100513,10
2015100514,12
2015100515,9
2015100516,7
2015100517,9
2015100518,10
2015100519,3
2015100520,7
2015100521,7
2015100522,3
2015100600,5
2015100605,2
2015100606,5
2015100607,7
2015100608,14
2015100609,7
2015100610,5
2015100611,14
2015100612,9
2015100613,7
2015100614,10
2015100615,12
2015100616,10
2015100617,9
2015100618,5
2015100619,3
2015100620,2
2015100621,3
2015100622,3
2015100623,0
2015100700,3
2015100703,2
2015100706,3
2015100707,3
2015100708,21
2015100709,17
2015100710,17
2015100711,14
2015100712,7
2015100713,9
2015100714,10
2015100715,9
2015100716,5
2015100717,10
2015100718,5
2015100719,7
2015100720,3
2015100721,3
2015100723,2
2015100800,2
2015100806,3
2015100807,7
2015100808,10
2015100809,14
2015100810,5
2015100811,9
2015100812,7
2015100813,3
2015100814,9
2015100815,7
2015100816,19
2015100817,9
2015100818,3
2015100819,5
2015100820,5
2015100821,3
2015100822,5
2015100823,2
2015100903,2
2015100904,0
2015100906,3
2015100907,3
2015100908,14
2015100909,7
2015100910,10
2015100911,14
2015100912,17
2015100913,7
2015100914,3
2015100915,5
2015100916,3
2015100917,5
2015100918,5
2015100919,2
2015100920,3
2015100921,3
2015100922,2
2015100923,2
2015101007,2
2015101008,9
2015101009,2
2015101010,2
2015101011,5
2015101012,2
2015101013,5
2015101014,0
2015101015,2
2015101016,5
2015101017,7
2015101018,3
2015101019,5
2015101020,5
2015101021,2
2015101022,2
2015101101,3
2015101102,0
2015101107,3
2015101108,3
2015101109,3
2015101110,5
2015101111,5
2015101112,2
2015101113,5
2015101114,7
2015101115,3
2015101116,3
2015101117,7
2015101119,3
2015101120,3
2015101121,2
2015101122,3
2015101206,3
2015101207,5
2015101208,9
2015101209,9
2015101210,10
2015101211,10
2015101212,12
2015101213,12
2015101214,7
2015101215,16
2015101216,14
2015101217,10
2015101219,3
2015101220,3
2015101221,3
2015101304,2
2015101305,3
2015101306,3
2015101307,3
2015101308,10
2015101309,17
2015101310,14
2015101311,9
2015101312,5
2015101313,9
2015101314,5
2015101315,9
2015101316,22
2015101317,9
2015101318,2
2015101319,2
2015101320,3
2015101321,2
2015101323,3
2015101400,2
2015101401,2
2015101403,2
2015101404,0
2015101406,3
2015101407,0
2015101408,14
2015101409,7
2015101410,10
2015101411,19
2015101412,9
2015101413,5
2015101414,9
2015101415,10
2015101416,9
2015101417,9
2015101418,9
2015101419,2
2015101420,2
2015101421,5
2015101422,3
2015101423,2
2015101505,3
2015101506,3
2015101507,3
2015101508,24
2015101509,16
2015101510,14
2015101511,10
2015101512,9
2015101513,16
2015101514,12
2015101515,12
2015101516,17
2015101517,43
2015101518,31
2015101519,12
2015101520,17
2015101521,16
2015101522,7
2015101523,5
2015101600,2
2015101603,2
2015101605,2
2015101606,5
2015101607,16
2015101608,31
2015101609,38
2015101610,36
2015101611,35
2015101612,29
2015101613,28
2015101614,33
2015101615,28
2015101616,19
2015101617,22
2015101618,14
2015101619,7
2015101620,10
2015101621,5
2015101623,9
2015101700,2
2015101701,2
2015101702,2
2015101705,2
2015101706,2
2015101707,16
2015101708,24
2015101709,31
2015101710,31
2015101711,36
2015101712,55
2015101713,26
2015101714,16
2015101715,14
2015101716,10
2015101717,21
2015101718,10
2015101719,14
2015101720,2
2015101721,5
2015101722,3
2015101723,3
2015101803,2
2015101804,2
2015101806,3
2015101807,5
2015101808,10
2015101809,21
2015101810,22
2015101811,14
2015101812,9
2015101813,14
2015101814,9
2015101815,5
2015101816,9
2015101817,3
2015101818,16
2015101819,5
2015101820,5
2015101821,5
2015101822,3
2015101823,2
2015101903,2
2015101907,9
2015101908,17
2015101909,24
2015101910,17
2015101911,14
2015101912,12
2015101913,12
2015101914,14
2015101915,14
2015101916,14
2015101917,14
2015101918,12
2015101919,3
2015101920,5
2015101921,2
2015101922,0
2015101923,3
2015102000,2
2015102002,2
2015102003,2
2015102004,2
2015102005,3
2015102006,2
2015102007,3
2015102008,22
2015102009,22
2015102010,14
2015102011,9
2015102012,16
2015102013,12
2015102014,12
2015102015,5
2015102016,10
2015102017,7
2015102018,10
2015102020,5
2015102021,3
2015102023,2
2015102100,7
2015102101,2
2015102106,3
2015102107,10
2015102108,14
2015102109,9
2015102110,14
2015102111,7
2015102112,3
2015102113,17
2015102114,10
2015102115,9
2015102116,10
2015102117,17
2015102118,7
2015102119,2
2015102120,5
2015102123,2
2015102200,5
2015102203,2
2015102207,2
2015102208,16
2015102209,12
2015102210,26
2015102211,10
2015102212,10
2015102213,5
2015102214,12
2015102215,12
2015102216,14
2015102217,16
2015102218,7
2015102219,3
2015102220,2
2015102221,5
2015102222,2
2015102223,3
2015102300,2
2015102301,3
2015102304,2
2015102307,3
2015102308,16
2015102309,7
2015102310,9
2015102311,3
2015102312,5
2015102313,3
2015102314,7
2015102315,9
2015102316,10
2015102317,7
2015102318,7
2015102320,2
2015102322,5
2015102323,7
2015102400,5
2015102402,3
2015102403,3
2015102407,3
2015102408,10
2015102409,0
2015102410,9
2015102411,2
2015102412,10
2015102413,7
2015102414,5
2015102415,2
2015102416,3
2015102417,7
2015102418,2
2015102419,2
2015102420,9
2015102421,2
2015102500,2
2015102503,2
2015102507,3
2015102508,5
2015102509,7
2015102510,10
2015102511,10
2015102512,5
2015102513,3
2015102514,5
2015102515,2
2015102516,9
2015102517,2
2015102518,3
2015102519,5
2015102520,2
2015102521,2
2015102522,0
2015102523,2
2015102604,2
2015102605,2
2015102607,3
2015102608,22
2015102609,21
2015102610,10
2015102611,12
2015102612,10
2015102613,10
2015102614,10
2015102615,12
2015102616,7
2015102617,10
2015102618,7
2015102619,2
2015102620,3
2015102621,2
2015102622,2
2015102623,2
2015102700,2
2015102701,2
2015102707,7
2015102708,10
2015102709,22
2015102710,21
2015102711,14
2015102712,9
2015102713,14
2015102714,10
2015102715,14
2015102716,21
2015102717,19
2015102718,7
2015102719,3
2015102720,5
2015102722,2
2015102723,3
2015102803,3
2015102804,2
2015102805,2
2015102806,3
2015102807,9
2015102808,26
2015102809,21
2015102810,22
2015102811,22
2015102812,24
2015102813,12
2015102814,24
2015102815,16
2015102816,33
2015102817,24
2015102818,12
2015102819,5
2015102820,5
2015102821,3
2015102822,9
2015102823,5
2015102900,2
2015102903,3
2015102904,2
2015102906,5
2015102907,5
2015102908,31
2015102909,19
2015102910,29
2015102911,12
2015102912,10
2015102913,12
2015102914,17
2015102915,10
2015102916,5
2015102917,7
2015102919,3
2015102920,2
2015102921,2
2015102922,2
2015102923,5
2015103004,2
2015103006,2
2015103007,9
2015103008,19
2015103009,14
2015103010,14
2015103011,19
2015103012,10
2015103013,19
2015103014,9
2015103015,10
2015103016,22
2015103017,9
2015103018,3
2015103022,3
2015103100,5
2015103101,0
2015103105,10
2015103106,2
2015103107,3
2015103108,9
2015103109,5
2015103110,5
2015103111,14
2015103112,5
2015103113,5
2015103114,10
2015103115,5
2015103116,3
2015103117,3
2015103118,7
2015103119,2
2015103120,2
2015103122,2
2015103123,3
2015110100,3
2015110102,2
2015110106,7
2015110107,9
2015110108,21
2015110109,17
2015110110,19
2015110111,10
2015110112,33
2015110113,26
2015110114,29
2015110115,29
2015110116,28
2015110117,36
2015110118,31
2015110119,16
2015110120,17
2015110121,21
2015110122,16
2015110123,19
2015110200,7
2015110201,2
2015110202,3
2015110203,3
2015110204,12
2015110205,26
2015110206,33
2015110207,119
2015110208,187
2015110209,259
2015110210,242
2015110211,190
2015110212,212
2015110213,190
2015110214,202
2015110215,162
2015110216,185
2015110217,171
2015110218,102
2015110219,69
2015110220,57
2015110221,62
2015110222,62
2015110223,26
2015110300,22
2015110301,5
2015110302,5
2015110303,2
2015110305,12
2015110306,35
2015110307,111
2015110308,92
2015110309,128
2015110310,100
2015110311,67
2015110312,71
2015110313,71
2015110314,45
2015110315,41
2015110316,47
2015110317,45
2015110318,22
2015110319,21
2015110320,16
2015110321,14
2015110322,17
2015110323,14
2015110400,7
2015110401,7
2015110402,7
2015110405,12
2015110406,9
2015110407,40
2015110408,83
2015110409,71
2015110410,81
2015110411,52
2015110412,50
2015110413,54
2015110414,47
2015110415,52
2015110416,35
2015110417,17
2015110418,10
2015110419,9
2015110420,14
2015110421,14
2015110422,2
2015110423,14
2015110500,5
2015110502,2
2015110504,2
2015110505,10
2015110506,5
2015110507,26
2015110508,45
2015110509,41
2015110510,22
2015110511,29
2015110512,31
2015110513,47
2015110514,17
2015110515,29
2015110516,21
2015110517,31
2015110518,12
2015110519,9
2015110520,14
2015110521,5
2015110522,7
2015110523,3
2015110600,5
2015110605,7
2015110606,16
2015110607,14
2015110608,26
2015110609,31
2015110610,16
2015110611,29
2015110612,12
2015110613,24
2015110614,16
2015110615,19
2015110616,19
2015110617,21
2015110618,14
2015110619,3
2015110620,5
2015110621,9
2015110622,9
2015110623,2
2015110700,5
2015110701,2
2015110702,2
2015110704,3
2015110705,3
2015110706,3
2015110707,14
2015110708,24
2015110709,31
2015110710,22
2015110711,14
2015110712,12
2015110713,9
2015110714,10
2015110715,22
2015110716,16
2015110717,14
2015110718,10
2015110719,10
2015110720,5
2015110721,5
2015110722,5
2015110723,3
2015110800,10
2015110801,2
2015110802,2
2015110803,5
2015110804,3
2015110806,2
2015110807,16
2015110808,36
2015110809,40
2015110810,31
2015110811,57
2015110812,19
2015110813,41
2015110814,50
2015110815,60
2015110816,62
2015110817,102
2015110818,93
2015110819,60
2015110820,64
2015110821,41
2015110822,47
2015110823,21
2015110900,26
2015110901,12
2015110902,17
2015110903,14
2015110904,10
2015110905,10
2015110906,38
2015110907,104
2015110908,142
2015110909,142
2015110910,161
2015110911,149
2015110912,123
2015110913,143
2015110914,162
2015110915,200
2015110916,245
2015110917,212
2015110918,92
2015110919,111
2015110920,86
2015110921,107
2015110922,79
2015110923,40
2015111000,36
2015111001,21
2015111002,10
2015111003,22
2015111004,12
2015111005,33
2015111006,78
2015111007,197
2015111008,218
2015111009,218
2015111010,169
2015111011,128
2015111012,100
2015111013,74
2015111014,79
2015111015,83
2015111016,76
2015111017,55
2015111018,33
2015111019,41
2015111020,19
2015111021,24
2015111022,12
2015111023,14
2015111100,5
2015111101,3
2015111103,3
2015111104,2
2015111105,9
2015111106,16
2015111107,28
2015111108,71
2015111109,54
2015111110,66
2015111111,54
2015111112,48
2015111113,48
2015111114,35
2015111115,19
2015111116,38
2015111117,36
2015111118,12
2015111119,14
2015111120,12
2015111121,21
2015111122,14
2015111123,9
2015111200,2
2015111201,3
2015111202,3
2015111204,2
2015111205,9
2015111206,19
2015111207,29
2015111208,54
2015111209,43
2015111210,40
2015111211,33
2015111212,38
2015111213,24
2015111214,29
2015111215,29
2015111216,36
2015111217,31
2015111218,9
2015111219,10
2015111220,14
2015111221,12
2015111222,9
2015111223,7
2015111300,9
2015111301,0
2015111302,2
2015111303,2
2015111304,3
2015111305,2
2015111306,19
2015111307,14
2015111308,41
2015111309,40
2015111310,31
2015111311,17
2015111312,17
2015111313,26
2015111314,31
2015111315,36
2015111316,26
2015111317,17
2015111318,10
2015111319,12
2015111320,9
2015111321,5
2015111322,9
2015111323,12
2015111400,3
2015111403,2
2015111405,5
2015111406,7
2015111407,12
2015111408,17
2015111409,21
2015111410,17
2015111411,14
2015111412,21
2015111413,10
2015111414,10
2015111415,19
2015111416,21
2015111417,19
2015111418,14
2015111419,16
2015111420,10
2015111421,9
2015111422,5
2015111423,7
2015111500,2
2015111501,3
2015111502,3
2015111503,3
2015111504,3
2015111505,12
2015111506,17
2015111507,43
2015111508,119
2015111509,130
2015111510,190
2015111511,164
2015111512,142
2015111513,149
2015111514,123
2015111515,235
2015111516,174
2015111517,185
2015111518,111
2015111519,60
2015111520,52
2015111521,59
2015111522,45
2015111523,22
2015111600,12
2015111601,14
2015111602,9
2015111603,10
2015111604,7
2015111605,16
2015111606,16
2015111607,81
2015111608,124
2015111609,88
2015111610,92
2015111611,69
2015111612,55
2015111613,41
2015111614,60
2015111615,41
2015111616,73
2015111617,36
2015111618,22
2015111619,22
2015111620,45
2015111621,22
2015111622,17
2015111623,12
2015111700,10
2015111701,2
2015111702,2
2015111703,3
2015111704,0
2015111705,7
2015111706,14
2015111707,50
2015111708,62
2015111709,57
2015111710,54
2015111711,59
2015111712,54
2015111713,29
2015111714,52
2015111715,38
2015111716,45
2015111717,28
2015111718,19
2015111719,16
2015111720,16
2015111721,14
2015111722,3
2015111723,3
2015111800,12
2015111801,3
2015111803,2
2015111804,5
2015111805,10
2015111806,12
2015111807,28
2015111808,54
2015111809,38
2015111810,43
2015111811,26
2015111812,26
2015111813,17
2015111814,14
2015111815,31
2015111816,22
2015111817,26
2015111818,21
2015111819,16
2015111820,10
2015111821,9
2015111822,17
2015111823,7
2015111900,3
2015111901,2
2015111903,2
2015111904,2
2015111905,5
2015111906,12
2015111907,16
2015111908,45
2015111909,45
2015111910,38
2015111911,33
2015111912,33
2015111913,28
2015111914,48
2015111915,17
2015111916,22
2015111917,28
2015111918,14
2015111919,17
2015111920,17
2015111921,7
2015111922,9
2015111923,10
2015112001,3
2015112002,2
2015112003,2
2015112005,3
2015112006,7
2015112007,24
2015112008,43
2015112009,48
2015112010,35
2015112011,22
2015112012,43
2015112013,36
2015112014,22
2015112015,24
2015112016,22
2015112017,22
2015112018,9
2015112019,10
2015112020,16
2015112021,14
2015112022,10
2015112023,0
2015112100,5
2015112101,5
2015112102,0
2015112104,2
2015112105,3
2015112106,14
2015112107,9
2015112108,41
2015112109,26
2015112110,36
2015112111,14
2015112112,21
2015112113,7
2015112114,16
2015112115,14
2015112116,14
2015112117,14
2015112118,12
2015112119,9
2015112120,10
2015112121,12
2015112122,5
2015112123,7
2015112200,5
2015112204,3
2015112206,2
2015112207,22
2015112208,28
2015112209,21
2015112210,29
2015112211,21
2015112212,14
2015112213,19
2015112214,17
2015112215,9
2015112216,9
2015112217,14
2015112218,10
2015112219,3
2015112220,14
2015112221,10
2015112222,10
2015112223,3
2015112300,9
2015112301,3
2015112303,7
2015112304,2
2015112305,3
2015112306,12
2015112307,28
2015112308,48
2015112309,52
2015112310,33
2015112311,33
2015112312,45
2015112313,38
2015112314,35
2015112315,28
2015112316,41
2015112317,24
2015112318,28
2015112319,24
2015112320,16
2015112321,19
2015112322,21
2015112323,12
2015112400,2
2015112401,9
2015112402,7
2015112403,2
2015112404,10
2015112405,9
2015112406,33
2015112407,48
2015112408,138
2015112409,197
2015112410,212
2015112411,323
2015112412,358
2015112413,453
2015112414,501
2015112415,515
2015112416,497
2015112417,382
2015112418,209
2015112419,159
2015112420,152
2015112421,114
2015112422,90
2015112423,67
2015112500,45
2015112501,21
2015112502,14
2015112503,19
2015112504,33
2015112505,47
2015112506,97
2015112507,209
2015112508,351
2015112509,358
2015112510,415
2015112511,370
2015112512,342
2015112513,328
2015112514,271
2015112515,235
2015112516,188
2015112517,142
2015112518,117
2015112519,86
2015112520,74
2015112521,54
2015112522,41
2015112523,29
2015112600,22
2015112601,5
2015112602,10
2015112603,5
2015112604,7
2015112605,14
2015112606,17
2015112607,57
2015112608,117
2015112609,166
2015112610,149
2015112611,107
2015112612,95
2015112613,69
2015112614,62
2015112615,55
2015112616,66
2015112617,45
2015112618,54
2015112619,40
2015112620,28
2015112621,26
2015112622,28
2015112623,17
2015112700,14
2015112701,10
2015112702,9
2015112703,3
2015112704,5
2015112705,10
2015112706,24
2015112707,47
2015112708,86
2015112709,79
2015112710,105
2015112711,69
2015112712,45
2015112713,40
2015112714,40
2015112715,47
2015112716,48
2015112717,43
2015112718,19
2015112719,16
2015112720,17
2015112721,17
2015112722,19
2015112723,9
2015112800,7
2015112801,5
2015112802,3
2015112803,3
2015112804,3
2015112805,5
2015112806,17
2015112807,35
2015112808,45
2015112809,45
2015112810,55
2015112811,55
2015112812,28
2015112813,26
2015112814,26
2015112815,17
2015112816,22
2015112817,36
2015112818,21
2015112819,12
2015112820,16
2015112821,9
2015112822,24
2015112823,7
2015112900,5
2015112901,3
2015112903,2
2015112904,2
2015112905,3
2015112906,17
2015112907,22
2015112908,50
2015112909,50
2015112910,38
2015112911,40
2015112912,33
2015112913,28
2015112914,31
2015112915,28
2015112916,36
2015112917,10
2015112918,19
2015112919,12
2015112920,17
2015112921,10
2015112922,10
2015112923,16
2015113000,9
2015113001,5
2015113002,3
2015113004,7
2015113005,3
2015113006,10
2015113007,33
2015113008,52
2015113009,64
2015113010,71
2015113011,54
2015113012,54
2015113013,59
2015113014,50
2015113015,67
2015113016,69
2015113017,45
2015113018,14
2015113019,10
2015113020,16
2015113021,12
2015113022,12
2015113023,9
2015120101,3
2015120103,2
2015120104,7
2015120105,5
2015120106,17
2015120107,21
2015120108,40
2015120109,38
2015120110,45
2015120111,29
2015120112,31
2015120113,28
2015120114,26
2015120115,31
2015120116,22
2015120117,35
2015120118,9
2015120119,12
2015120120,16
2015120121,16
2015120122,12
2015120123,7
2015120201,2
2015120203,5
2015120204,5
2015120205,7
2015120206,14
2015120207,19
2015120208,67
2015120209,67
2015120210,55
2015120211,48
2015120212,26
2015120213,41
2015120214,31
2015120215,33
2015120216,31
2015120217,35
2015120218,10
2015120219,9
2015120220,17
2015120221,9
2015120222,7
2015120223,14
2015120300,7
2015120301,3
2015120302,2
2015120303,2
2015120304,5
2015120305,7
2015120306,10
2015120307,31
2015120308,40
2015120309,74
2015120310,62
2015120311,66
2015120312,76
2015120313,105
2015120314,150
2015120315,202
2015120316,214
2015120317,180
2015120318,100
2015120319,79
2015120320,73
2015120321,43
2015120322,26
2015120323,36
2015120400,22
2015120401,9
2015120402,5
2015120403,7
2015120404,9
2015120405,19
2015120406,26
2015120407,92
2015120408,131
2015120409,135
2015120410,107
2015120411,117
2015120412,86
2015120413,78
2015120414,62
2015120415,64
2015120416,45
2015120417,48
2015120418,36
2015120419,22
2015120420,22
2015120421,17
2015120422,21
2015120423,16
2015120500,7
2015120501,2
2015120502,3
2015120503,5
2015120504,2
2015120505,7
2015120506,12
2015120507,14
2015120508,36
2015120509,36
2015120510,40
2015120511,48
2015120512,45
2015120513,24
2015120514,22
2015120515,14
2015120516,35
2015120517,29
2015120518,21
2015120519,14
2015120520,24
2015120521,17
2015120522,9
2015120523,9
2015120600,2
2015120601,3
2015120602,5
2015120603,2
2015120604,5
2015120605,12
2015120606,12
2015120607,36
2015120608,93
2015120609,92
2015120610,90
2015120611,74
2015120612,45
2015120613,47
2015120614,35
2015120615,31
2015120616,48
2015120617,35
2015120618,26
2015120619,24
2015120620,12
2015120621,16
2015120622,14
2015120623,5
2015120700,2
2015120701,7
2015120703,3
2015120704,3
2015120705,7
2015120706,9
2015120707,22
2015120708,73
2015120709,62
2015120710,73
2015120711,40
2015120712,41
2015120713,41
2015120714,62
2015120715,62
2015120716,59
2015120717,47
2015120718,36
2015120719,16
2015120720,24
2015120721,19
2015120722,10
2015120723,10
2015120800,12
2015120801,2
2015120802,3
2015120803,3
2015120804,2
2015120805,5
2015120806,12
2015120807,36
2015120808,43
2015120809,48
2015120810,55
2015120811,43
2015120812,40
2015120813,52
2015120814,40
2015120815,43
2015120816,64
2015120817,38
2015120818,14
2015120819,16
2015120820,14
2015120821,7
2015120822,9
2015120823,9
2015120900,3
2015120902,3
2015120903,2
2015120904,2
2015120905,10
2015120906,3
2015120907,33
2015120908,79
2015120909,83
2015120910,67
2015120911,48
2015120912,57
2015120913,64
2015120914,85
2015120915,73
2015120916,83
2015120917,90
2015120918,28
2015120919,31
2015120920,24
2015120921,31
2015120922,36
2015120923,33
